US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T21:30:00.000Z,2019-12-02T02:00:00+04:30,pm25,556,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T20:30:00.000Z,2019-12-02T01:00:00+04:30,pm25,576,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T19:30:00.000Z,2019-12-02T00:00:00+04:30,pm25,591,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T18:30:00.000Z,2019-12-01T23:00:00+04:30,pm25,610,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T17:30:00.000Z,2019-12-01T22:00:00+04:30,pm25,426,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T16:30:00.000Z,2019-12-01T21:00:00+04:30,pm25,365,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T15:30:00.000Z,2019-12-01T20:00:00+04:30,pm25,392,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T14:30:00.000Z,2019-12-01T19:00:00+04:30,pm25,193,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T13:30:00.000Z,2019-12-01T18:00:00+04:30,pm25,147,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T12:30:00.000Z,2019-12-01T17:00:00+04:30,pm25,111,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T11:30:00.000Z,2019-12-01T16:00:00+04:30,pm25,88,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T10:30:00.000Z,2019-12-01T15:00:00+04:30,pm25,49,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T09:30:00.000Z,2019-12-01T14:00:00+04:30,pm25,36,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T08:30:00.000Z,2019-12-01T13:00:00+04:30,pm25,36,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T07:30:00.000Z,2019-12-01T12:00:00+04:30,pm25,45,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T06:30:00.000Z,2019-12-01T11:00:00+04:30,pm25,133,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T05:30:00.000Z,2019-12-01T10:00:00+04:30,pm25,232,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T04:30:00.000Z,2019-12-01T09:00:00+04:30,pm25,340,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T03:30:00.000Z,2019-12-01T08:00:00+04:30,pm25,315,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T02:30:00.000Z,2019-12-01T07:00:00+04:30,pm25,244,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T01:30:00.000Z,2019-12-01T06:00:00+04:30,pm25,228,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-12-01T00:30:00.000Z,2019-12-01T05:00:00+04:30,pm25,305,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-11-30T23:30:00.000Z,2019-12-01T04:00:00+04:30,pm25,410,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
US Diplomatic Post: Kabul,Kabul,AF,2019-11-30T22:30:00.000Z,2019-12-01T03:00:00+04:30,pm25,261,µg/m³,34.535812,69.190514,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
